Id;Comment;Like;Comment's timestamp;Post's timestamp;#Deaths;#Infected;#Healed;Annot 1;Annot 2;Annot 3;Final annotation
3904;R. perhajr ;1;Thursday, June 11, 2020 5:55pm GMT;Thursday, June 11, 2020 7:41pm GMT;0;28;8;1;1;1;1
3905;O njerz, ky virus krejtve ka me na ra, po me rendsi njerzit e vjeter edhe ata me semundje kronike duhet me pas kujdes mos me ju ra se perndryshe mujn mi ngjit, nuk ka qe e nal ket virus.!;3;Thursday, June 11, 2020 5:55pm GMT;Thursday, June 11, 2020 7:41pm GMT;0;28;8;1;0;0;0
3906; B. B. mos gabo mem  fol ne dor neser ni rast me virus ne akrashtic ;1;Thursday, June 11, 2020 5:54pm GMT;Thursday, June 11, 2020 7:41pm GMT;0;28;8;0;0;0;0
3907;J. L. S. u kthy edhe njiher ne podujev virusi smunet me nejt pa ju;0;Thursday, June 11, 2020 5:54pm GMT;Thursday, June 11, 2020 7:41pm GMT;0;28;8;0;0;0;0
3908;E ka kap LDK ja tash e ka hup kontrollin ( e hupi kontrollen e hupi kontrollen );2;Thursday, June 11, 2020 5:50pm GMT;Thursday, June 11, 2020 7:41pm GMT;0;28;8;2;2;2;2
3909;N. K. Peje ;1;Thursday, June 11, 2020 5:47pm GMT;Thursday, June 11, 2020 7:41pm GMT;0;28;8;0;0;0;0
3910;B. H. perhajr peja sot 1 e neser;1;Thursday, June 11, 2020 5:47pm GMT;Thursday, June 11, 2020 7:41pm GMT;0;28;8;1;1;0;1
3911;O Arben Vitia  kthehu se kan ba hajgare me ty ;1;Thursday, June 11, 2020 5:47pm GMT;Thursday, June 11, 2020 7:41pm GMT;0;28;8;0;0;0;0
3912;Hajde rogov hajde;6;Thursday, June 11, 2020 5:47pm GMT;Thursday, June 11, 2020 7:41pm GMT;0;28;8;0;0;0;0
3913;Pom doket si spo ka me naj qytet ose fshat te infektum meniher pi qitni ka 20 raste.;2;Thursday, June 11, 2020 5:47pm GMT;Thursday, June 11, 2020 7:41pm GMT;0;28;8;2;0;2;2
3914;IKSHPK ,MINISTRIA E SHENDETSIS dhe institucionet tjera perkatese nuk i kuptoj a nuk kan interesim per mbrojtjen e popullit Shqiptar nr Kosove apo qka po mdodh numri rritet dita dites me te madhe e ne anen tjeter jan leju hapjet e te gjitha gjerave kryesoreTi mundohesh me u mbrojt INSTITUCIONET nuk duket qe kan interesim;3;Thursday, June 11, 2020 5:45pm GMT;Thursday, June 11, 2020 7:41pm GMT;0;28;8;2;0;2;2
3915;Ndalojeni qajin n’vushtrri, ndalen rastet.;4;Thursday, June 11, 2020 5:45pm GMT;Thursday, June 11, 2020 7:41pm GMT;0;28;8;0;0;0;0
3916;Shtini karantin prishtinen e vushtrri qka po.pretni ncncncnnc me 13 mars dy raste na futet te gjithve karantine kthene karantinen se nuk mushemi.mend ne jo ja tash qdo dite mbi 20 raste turp;2;Thursday, June 11, 2020 5:45pm GMT;Thursday, June 11, 2020 7:41pm GMT;0;28;8;2;2;2;2
3917;E kishim kalu shum më mir në qoftë se do e vendosnim maskën përpara krenarisë!!!;71;Thursday, June 11, 2020 5:44pm GMT;Thursday, June 11, 2020 7:41pm GMT;0;28;8;1;0;0;0
3918;Veq jam tu e prit postimin kur ta qitni: - O fore jem kan tu ba me juve;9;Thursday, June 11, 2020 5:43pm GMT;Thursday, June 11, 2020 7:41pm GMT;0;28;8;2;2;2;2
3919;Tmerr osht rrezik me met nkaratin ;0;Thursday, June 11, 2020 5:43pm GMT;Thursday, June 11, 2020 7:41pm GMT;0;28;8;2;2;2;2
3920;ncncnc tmerr;1;Thursday, June 11, 2020 5:43pm GMT;Thursday, June 11, 2020 7:41pm GMT;0;28;8;2;2;2;2
3921;G. H. Pse ska gjendje te jashtezakonshme?Se une spe di!;2;Saturday, June 13, 2020 7:16pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3922;Instituti u knaq tu na rrejt krejt asht vetem per mes me lone zgjedhje mu majt edhe te ishin kon qaq qe e dojin popullin skishin hap kufijt me Shqiperin se nese ka covid krejt prej andej ka ardh edhe pse prap thom qe nuk ka Covid;0;Saturday, June 13, 2020 6:59pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
3923;Pse spo i ban kjo.qeveri Koti kah 2000 testime qysh thojshin që kena me i bo ën ditë ku jan tash.;1;Saturday, June 13, 2020 6:59pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;2;2
3924;IKSHPK ,MINISTRIA E SHENDETESIS FJALEN E KAM PER TE DYA EDHE QE KA QEN EDHE KJO PASTAJ POLIT E OPOZIT duhet te marrin masa sepse nga paaftesia nga ngutia qe hapen gjithqka u rriten dukshem numri i te infektuarvePopulli po infektohet institucionet nuk karrin masa Si ka fillu me te madhe duhet te gjitha qytetet te jen ne karantinE kjo eshte si pasoj e mos mbaktes se distances 2 metra te lokaleve dhe mos venia e MASKAVE Institucionet pergjegjese ne gjumNe nje numer i vogel mundohemi te mbrohemi me maska kurse pjesa me e madhe pa maskaE INSPEKTORIATI pergjegjes mbyll syt;0;Saturday, June 13, 2020 4:26pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;2;0
3925;Wow!;0;Saturday, June 13, 2020 3:58pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3926;Une nuk e kuptoj nje gje si lejohet protrste ne kete kohe si kerpurdhat Kane me dal po mbasi 80% e popullesise po sherohet e të gjithe neper shtepia Jane ska bre cka mu brengos kaq shume !;0;Saturday, June 13, 2020 3:33pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;2;0
3927;Hiq mos merrni mostra sdel asnje rast se falc grip esht ky;0;Saturday, June 13, 2020 12:26pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;2;2
3928;Kua ashim thaqi me agim velin leta shpallin gjendje te jashtazakonshme hahah ;1;Saturday, June 13, 2020 11:12am GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;0;2
3929;Mmmmmmm ;2;Saturday, June 13, 2020 11:11am GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3930;Un Kisha Propozu Izolimin E Ketyre Vatrave Nga Rrjedh Infeksioni Rregulla Te Rrepta Dhe Denime Per Mos Mbajtjen e Maskave E Jo Te Mbyllni Gjith Kosoven Dhe Mos Te Jeni Te Zot Te Financoni Bisneset Dhe Popullin Pa Pune Kjo Esht Propozimi ime Si Per Te Miren e Vendlindjes  Sime;0;Saturday, June 13, 2020 9:06am GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;0;1;1
3931;Pse bre genjeni bollni mo ;0;Saturday, June 13, 2020 7:35am GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
3932;HAJDE TREGONANI SA NJERZ VDIQEN NGA KORONA JO NGA KANCERI ZEMRA ITHATI LUKTH VIAGRA PO LENI KTO RRENA MONI MO SE E TMERUT POPLLIN. VEQ MOS THUNI PANDEMI BOTRORE PER 2 MUJ VEQ PREJ CIGARES KAN VDEK 1 MILION E 800 MIJE NJERZ. E 10 MILION ABORTE 1 MILION E 700 MIJE PREJ KANCERIT.;1;Saturday, June 13, 2020 5:52am GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;2;2
3933;"Çdo institucion privat, por edhe shtetërorë, mendoj se do duhej të aplikonte, njëfarë lloj ''ligji,'' -apo Rregulli, dhe asnjë person civil apo tjetër zyrtarë te mos merr asnjëlloj shërbimi apo te mos lejohet të hyjë në një objekt, nese nuk ka maskë mbrojtëse dhe doreza te vendosura aty per aty, te pasterta e jo doreza qe ua ka ndryshu edhe ngjyrën nga pisllëku (pa pastërtia), duke i mbajtur ato gjate tër kohës, .....!!!???.Problem tjetër që është edhe më serioz dhe Delikat eshte Fakti se: Kam vërejtur se: Asnjë ama Asnjë Institucion, Market, Inst.Bankar, vend pune, Firmë Cilado që eshtë veprimtaria e sajë, ??? !!! Me apo Pa dije, nuk ofron Dezinfektues duarsh me veprim Anti Virusal,  Ofrohen "" do farë llomi, e llumi Anti Bakterial, qe bile i kam percjellë dhe me kujdes, i kam lexuar, shumicën e rasteve, nuk Ceket prodhuesi, lloji, apo Specifikimi se per cillin apo ......rast duhet përdorët!!!! Anomali shekullore! Askënd deri më sot nuk e kam degjuar nga Zyrtarë të lartë te MSh -së, ap";0;Saturday, June 13, 2020 5:48am GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;2;0
3934;Or kush prej kurit je ba me vv klm;0;Saturday, June 13, 2020 5:47am GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3935;Vitin e pask trullav;0;Saturday, June 13, 2020 3:17am GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;2;2
3936;Se kini mo trunin ku duhet me kone. Kini shti analfabeta pa zgjedhje;0;Saturday, June 13, 2020 2:31am GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;2;2
3937;Albin Kurti i ka fajet;0;Saturday, June 13, 2020 12:03am GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;2;2
3938;Bllokoj  venet  qe jan me   virus   edhe  ski   ma;0;Friday, June 12, 2020 11:14pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;0;0;0
3939;"Vazhdojna pa kujdes te hina librin e Ginisit recordRaste ;)";0;Friday, June 12, 2020 10:53pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3940;A spo ju doket qe e teprut mo ? bollni mo me rrena ‍♀️;0;Friday, June 12, 2020 10:34pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
3941;bollni ma na keni lodh hajt me kto teste jo pozitiv jo negativ leni kto se spju shiten ma ;0;Friday, June 12, 2020 10:25pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
3942;M. e jona èsht me dal , e ktyne mi identifiku rastet ;1;Friday, June 12, 2020 10:16pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3943;Hajde more ishalla flaka i del ...;0;Friday, June 12, 2020 10:09pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
3944;Ferizaji te majt Bajrakin edhe do dite tani rikthehet fuqishem me ka 100 raste ndit ;1;Friday, June 12, 2020 10:08pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;2;0
3945;Shperndani sa te mundeni tash se jeni tu mshef raste...sa i keni pas dje?;0;Friday, June 12, 2020 9:53pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;2;2
3946;oo mbyllni sa ma shpejt prarp karantin duhet;0;Friday, June 12, 2020 9:35pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3947;Prej qe u formu qeveria e re si po duket virusi dita dites me aktiv. ;0;Friday, June 12, 2020 9:21pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;2;2
3948;gjdo person qe hin ne Kosov duhet te ket mask  maska duhet te jet e obligishme per ndryshe denim se spo dihet qka po ndoll tena ;0;Friday, June 12, 2020 9:19pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3949;nuk jon shum ka 10 veta me ni tavolin kry em kry pin kafe bojn muhabet ,une i kisha denu qeta qe infektohen ruju baces mos bon hajgare me dhendetin.;0;Friday, June 12, 2020 9:03pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;0;0;0
3950;R. S.  B. S. N. A.  H. F. HAJR INSHALLAH ;2;Friday, June 12, 2020 8:37pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;0;1;1
3951;V. J. Ferizaji paska pshtu edhe sot hajde ndash me pshtu pi virusit ;0;Friday, June 12, 2020 8:30pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3952;A.  R.   V.  a jeni mire anej ju ✋;2;Friday, June 12, 2020 8:24pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3953;A ka mbet edhe naj mase qe nuk eshte lehtesu ende...tash pasi kemi VETEM 58 raste te reja mund te i lehtesoni edhe ato masa qe kane mbet ende pa u lehtesuar...... si dhe a duhet te mbajme maska dhe ku mund ti blejme ato dhe ma cfare cmimi me kusht qe te i nioftoje qytetaret e vendit tim per kete gje...;0;Friday, June 12, 2020 8:24pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3954;Dezinformata qa e ban te madhe ket convid-19 kan myt se ka hiq.;0;Friday, June 12, 2020 8:19pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
3955;Fajtor Opozita Qe I Ftoj njerzit ne Proteste,Fajtore LVV!;0;Friday, June 12, 2020 8:10pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;2;2
3956;B. D.  dajs mos je tu i infektu ti me qato kaffe ;1;Friday, June 12, 2020 8:05pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;0;0
3957;Gjermani ki maska ne market, kafiteri ne qdo Objekt te brendshme.Ne kosove si mos me pa's ndodh sen.;1;Friday, June 12, 2020 7:55pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;2;0
3958;Ne prishtin ne cilin lagje qe me dit edhe na me u rujt se ju spo e qitni ne cilen lagje jan;1;Friday, June 12, 2020 7:54pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3959;Hajde hajde shkojm ma tutje.... ;0;Friday, June 12, 2020 7:35pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;0;0;0
3960;Sh. S. a e thym rekordin a jo :P;1;Friday, June 12, 2020 7:34pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3961;Hajde hajdee;0;Friday, June 12, 2020 7:34pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;0;0;0
3962;Jeni bo të famshëm si faqe, a po fitoni shumë prej like?;0;Friday, June 12, 2020 7:33pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;2;0
3963;P. T.   G. K.  ngat mbas 3 muajve a u pershendete sot ;1;Friday, June 12, 2020 7:31pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3964;qka po ndodh keshtu more merrni masa.;0;Friday, June 12, 2020 7:29pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3965;Edhe ky na doli nje grip i zakonshëm! ;0;Friday, June 12, 2020 7:28pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3966;E vv organizon protesta turp;0;Friday, June 12, 2020 7:27pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
3967;Kto jan rrena hahahahqhahqhqh;0;Friday, June 12, 2020 7:27pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
3968;Mos jeni tu i perzi edhe me analizat e grave shtatezana ;0;Friday, June 12, 2020 7:26pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
3969;PSE NUK PO APLIKONI MASA SERISH A MUNDEMI ME DITE ...SEPSE ESHTE TOTALISHT E RREZIKSHME TERE KETO RASTE ...!!!!!!;0;Friday, June 12, 2020 7:16pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3970;Mashallah syni i keq mos na paft ;0;Friday, June 12, 2020 7:14pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;1;1;1
3971;Edhe per ket situat albini asht fajtor. Sa keq a;0;Friday, June 12, 2020 7:07pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
3972;Papapapa..........!;0;Friday, June 12, 2020 7:05pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3973;B. S. pomdoket ponatutin mos me ardh nkosov ;1;Friday, June 12, 2020 7:02pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;0;0
3974;Pse tash Agim Veliu spe shpall gjendje te jashtzakonshme, ky eshte dallimi mes Kurtit dhe klanit pronto.;4;Friday, June 12, 2020 6:58pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3975;Te gjitha kto infektime i beri qeverija kurti me bashkpuntort e ti. Liroj qe te gjitha kuqzimet, po nuk i kuqzoj qe ne rrug te dalin me maska, qeverija kurti nuk vendosi gjob 10€ kush del ne rrug pa mask, do gjobitet me 10€ kesh. Tash esht ba von ma.  Kurtit ju kall bishti si maces me lshu qeverin , dhe kshtu tha ishalla kallet krejt dynjaja, e i hjeki te gjitha masat pa kurfar kushti tek qytetaret. Tash e kemi hup kontrollen total, pritne 10.000 mishin mrena keti mujit.;0;Friday, June 12, 2020 6:57pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
3976;Ja keni marr doren qetash per Analiza;0;Friday, June 12, 2020 6:57pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;1;1;1
3977;rritu rritu vendi im...;1;Friday, June 12, 2020 6:56pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;0;1;1
3978;Po a jeni normal bee ju kur u rrit qaq shum ku tybestikaf qa spo nin njeri ;1;Friday, June 12, 2020 6:54pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
3979;Qeshtu osht kur e vendos Juristin ne postin e Ministris te Shendetsis haj medet haj;0;Friday, June 12, 2020 6:53pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;2;2;2
3980;Izoloni qeto komuna qe ka raste ma shume mos e merni nqafe krejt Kosoven per disa njerez te pa ndergjegjshem;2;Friday, June 12, 2020 6:52pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;0;2;0
3981;Eshte mire mi publiku edhe emrat, mu rujt prej tyne;2;Friday, June 12, 2020 6:52pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;0;0;0
3982;Sikur ti kapte te gjith budallenjt e te mbeten te menqurit se na lodhen me kopalla. Mashum besojn genjeshtren me pik inati dhe as qe ekan idene se cfar eshte covid-19;0;Friday, June 12, 2020 6:51pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;2;2
3983;Qeveria Kurti ka dit me majt kit Kris! Bahen ma shum qa menoni ju? Neper autobusa neper puna pa maska pa distanz vet jeni tu e ba qit pun e po folni a? Qfar njerz prishta!!!! Kosova nuk i ka mjekt per qaq shum me covid mos e harroni;0;Friday, June 12, 2020 6:50pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;1;0
3984;Ja protestat dhe tubimet qka bajen! ;2;Friday, June 12, 2020 6:48pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;2;0
3985;B. B. depresioni ndryshe nuk vjen tap ta zdrit ktuhen me raste ;0;Friday, June 12, 2020 6:46pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;2;0
3986;Derisa  budallet i ndigjojn turlifar lideri  krejt kanë me u prekë me korona virus sot janë dalë 58 nesër dyfishi ka me dalë;2;Friday, June 12, 2020 6:44pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
3987;ju mas parii duhettt me qit rregullla e denime per ata qe dalin pa maska qysh shoferi i autobusit mu kan pa mask vet keni faaj qee nuk qitni rregullaaa;15;Friday, June 12, 2020 6:43pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
3988;Ferizaj e ka lshu diqka ;0;Friday, June 12, 2020 6:39pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3989;Mashallah mire asht tu u gjallnu puna;0;Friday, June 12, 2020 6:38pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;1;1;1
3990;P. E. K.  a e ke bo share a hala;1;Friday, June 12, 2020 6:36pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3991;vv i ka ifrktu ;0;Friday, June 12, 2020 6:36pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;2;0
3992;Pse raste te sheruar sot nuk ka!;0;Friday, June 12, 2020 6:31pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3993;Krejt Rrena ;0;Friday, June 12, 2020 6:26pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
3994;Jaaaa un me njeh 2020 hiq jo se as nuk e kam jetu hiq dimni shkoj keq tash vera pa pushime normal me vazhdu keshtu i mbyllin prap veq po ja heku vetes ket vit krejt ;2;Friday, June 12, 2020 6:25pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;2;0
3995;A. B.  nalee izetttooo ;1;Friday, June 12, 2020 6:23pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3996;Qeveria Koti ,e lshun ne ler tash o Izet nale se shkum.;0;Friday, June 12, 2020 6:22pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;2;2
3997;E ndrrun poget ket djalin te Analizat ...58 raste ... vazhdojmë ;0;Friday, June 12, 2020 6:22pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
3998;Jeni ba sikur mej dhan lajmet Xheraqina Tuhina kur prej bregut dillit po ka luftime te ashpra ne drenic Po leni ma mos i publikoni se na tranut ;0;Friday, June 12, 2020 6:20pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
3999;Mos i kini perzije met sherumit hahaha ;0;Friday, June 12, 2020 6:17pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;0;2
4000;seshte e vertet kurr qe jan 58 raste ne Kosove kush u testu 227 persona leni keto rrena ;0;Friday, June 12, 2020 6:16pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
4001;AVDULLAH QU SE U BA SABAH;1;Friday, June 12, 2020 6:16pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;2;0;0
4002;edhe pa  tubime pat me virus o kastravec ;0;Friday, June 12, 2020 6:14pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;2;2
4003;Veq kafet mbylli ide ski si pllazhe po behet ne fushe kosove;4;Friday, June 12, 2020 6:13pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;0;2;0
4004;Kjo i bjen qe Sot ne tan Kosoven 58 personav ju ka ra gripi edhe bile than pis grip ish kan1 jav pot majke qaj me limon mas 7 dite SAKSALEM;2;Friday, June 12, 2020 6:12pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;2;2
4005;Vitia e pandalshme nuk po dorzohet leht ;0;Friday, June 12, 2020 6:10pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;0;1;1
4006;Ishalla 50000000  bohen vet pe lypin ;1;Friday, June 12, 2020 6:08pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;2;2
4007;Ja qaj qe o ti kontrollu analizat sig i pijavt o ;0;Friday, June 12, 2020 6:08pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
4008;Kjo tregon veprimin e ulet te institucioneve qe tregojn pa interesimSe bashku pozit e opozit;1;Friday, June 12, 2020 6:08pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;2;2;2
4009;I kemi 1000 teste te serbis ska problem nga kan ardh me ransi i ka Kosova ;0;Friday, June 12, 2020 6:06pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;1;0
4010;Lene bre   mos  folliratni  ska  kurgjo  allahile  mos  bani panik  se pju vynn  tash  ktynev  qe jan hi paret  spo din  qysh  mej nxjerr;0;Friday, June 12, 2020 6:06pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
4011;Efekti i ministrit te shendetesise kur e ke jurist!!!;1;Friday, June 12, 2020 6:04pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;2;2;2
4012;G. H.  R. R. mos u tutni ;2;Friday, June 12, 2020 6:04pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
4013;"A janë raste të reja e jo raste jontakti?Bëhuni serioz, lajmëroni me saktësi. Thuani janë raste kontakti, ose precizoni nëse janë pa ju ditur burimi!Na informoni qartë sepse liria e puna po varen nga këta numrat e famshëm të të infektuarve me këtë ""flamë me emërtim interesant"".";9;Friday, June 12, 2020 6:03pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;2;2
4014;Pasha zotin mos rreni se boll ke ma  qdo shtet po zvoglohet ktu pp rriten;1;Friday, June 12, 2020 6:02pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
4015;Lvv i ka fajet apet dilni ne protesta edhe ma shum kan mu lajmru  raste ne ditet ne vijim ;12;Friday, June 12, 2020 5:58pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
4016;Pse be vlla pe leni me pi ne orar te punes ato qe ban Analiza be na paska marr nqaf.;0;Friday, June 12, 2020 5:58pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
4017;Hajde Mashallaha Cdo dit Risi treja ne Vushtrri :P;0;Friday, June 12, 2020 5:58pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;0;2;0
4018;hajde doberlluka mos u koritni veq me nja;1;Friday, June 12, 2020 5:57pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;2;0
4019;Po me dhimbsen mjeket e infektives qe punojn qdo dit nga 12or pun e me teper e ne rrezikshmeri te lart ndaj virusit, amo kot skan per kon me pune  Shqiptari e don maciaton☕;5;Friday, June 12, 2020 5:55pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;0;2;0
4020;Ze;0;Friday, June 12, 2020 5:53pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
4021;Hajde rren hajde na knaqët krejt;2;Friday, June 12, 2020 5:52pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
4022;kalle ferizaj o me barut eee;25;Friday, June 12, 2020 5:52pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;0;2;2
4023;Hajde mashallah;0;Friday, June 12, 2020 5:51pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;1;1;1
4024;Kanagjeqqq koka ba ;0;Friday, June 12, 2020 5:51pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;2;0
4025;M. Z. po nshesh ke a se pave a,jeni tmerri ose turpi I kti jeni ;0;Friday, June 12, 2020 5:51pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;2;2;2;2
4026;O la laa   pytaaaa pytaaa;0;Friday, June 12, 2020 5:50pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;0;0
4027;Mos vet koka bo puna!;1;Friday, June 12, 2020 5:49pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;2;2;2
4028;Papapapa cccccccc nese ky trend vazhdon sa i ngova ne konferenc paskan me ba mbyll ne karantin total ccccc;0;Friday, June 12, 2020 5:49pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;0;2;0
4029;Per marakli sen so!;0;Friday, June 12, 2020 5:48pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;0;1;1;1
4030;R. B.  Dhander gajret bre;0;Friday, June 12, 2020 5:48pm GMT;Friday, June 12, 2020 7:30pm GMT;0;58;0;1;1;0;1
